_input,_num,_widgetName,_source,_resultNumber,_pageUrl,review,reviewer,reviewerlocation,roomtip,numberofreviews,staydate
,427,RenaissanceSouthPark,RenaissanceSouthPark,427,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r221561862-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,Booked this hotel as a last minute getaway. Staff was very friendly. Located within walking distance to great shopping and several places to eat. If there was one thing I could change about this hotel it would be the lighting. There were several lamps in the room but still seems very dim. I would stay at this hotel again when in the area!,m0mmy04,Charlotte North Carolina,,118 reviews,Stayed August 2014
,428,RenaissanceSouthPark,RenaissanceSouthPark,428,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r221561862-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,Every employee I came into contact with was very friendly. We had a double room. It came with iron ironing board hair dryer HUGE shower head which I loved a fridge coffee maker. It's right across the street from a mall... I think South Park Mall although I could be wrong. That mall is with in walking distance. There are several resteraunts/bars with in walking distance. The pool is large indoor & the gym is really nice. There's also a sauna which my kids & I used to warm up after getting out of the pool. There's salt scrub in the bathrooms...nice touch I thought. Yes they have the salt scrub at the front for purchase. There's an outdoor area with a fire pit too. Cons.... $12.95 charge for internet/per day! BEWARE.... the charge is added to your final bill. if you're not careful or your kids are not careful you will have this charge. JUST FYI,topaz1100,Durham North Carolina,,25 reviews,Stayed August 2014
,429,RenaissanceSouthPark,RenaissanceSouthPark,429,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r221561862-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,My husband and I stayed a couple of nights for a concert and a belated anniversary weekend. We were overjoyed when we arrived at our room on the second floor with an awesome balcony overlooking the fountain and lobby area. I believe Raina and Tyler are to thank for the special room. They were wonderful! We loved staying there and hope to return sometime. Thanks!,845carolp,Johnson City Tennessee,,1 review,Stayed August 2014 travelled as a couple
,430,RenaissanceSouthPark,RenaissanceSouthPark,430,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r221561862-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,After staying at the Raleigh Renaissance I expected to have a relaxing experience. Unfortunately the South Park property hasn't been renovated and is very dated. In addition when checking into the hotel I was disappointed that the staff took so long to check me in. Overall it maybe decent for families with kids. But given the price I think there are many better options.,eugenialyn,Washington DC,,57 reviews,Stayed August 2014 travelled on business
,431,RenaissanceSouthPark,RenaissanceSouthPark,431,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r218212811-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,My company had a three day retreat here earlier this month. The staff continually went above and beyond to make it an enjoyable stay/event. The rooms were commensurate of what you would expect from Renaissance. They catered all of our meals providing a nice balance of "crowd pleasers" with healthy alternatives. Couldn't have asked for a better stay!,Armyguy20,Abingdon Maryland,,11 reviews,Stayed July 2014
,432,RenaissanceSouthPark,RenaissanceSouthPark,432,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r218212811-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,We stayed at the hotel during our recent visit to UNC Charlotte. The hotel decor is modern. The staff was very friendly and helpful. The location is great. Across the street from an upscale mall and many restaurants. Will stay here again should we return to the Charlotte area.,CJN25,Duluth Georgia,,5 reviews,Stayed July 2014 travelled with family
,433,RenaissanceSouthPark,RenaissanceSouthPark,433,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r218212811-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,If you're looking for Southern hospitality you'll find it here. The bellmen are amazing. They are quick to provide cold bottled water and an umbrella if asked for. One day I asked for some sunscreen and was helped out with some for my 2 year old for free. They are very informative and willing to help out with directions and tips on where to go. The staff in the restaurant are amazing and very friendly. I only wish I would have chosen to eat there every day rather than just on my last. Our room service was great every time we ordered. I only have 2 complaints. Our room although comfortable and clean was situated mid hallway and the opening and closing of the doors of other guests was quite disruptive throughout the night. The pool area was great. Very clean and warm however on our first night someone left the outside door open and my 2 year old and I got bitten by tons of mosquitos. I called the front desk and was provided with bug spray immediately but the damage had already been done. Not the hotels fault though...Overall this is a beautiful hotel with very accommodating staff. Sidenote have some of the infused water that you'll find in the lobby and fitness area...it is amazing!!!,SanDee P,United States,,70 reviews,Stayed July 2014 travelled with family
,434,RenaissanceSouthPark,RenaissanceSouthPark,434,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r218212811-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,Hotel was very nice. Courtyard is nice and peaceful. Rooms and very clean. With app you can log in online. Once you arrive your room and keys are ready. Staff was very friendly. Bathroom spacious.Free Starbucks coffee in the morning is a plus!,Alishanelle,Indianapolis,,2 reviews,Stayed July 2014
,435,RenaissanceSouthPark,RenaissanceSouthPark,435,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r218212811-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,Danny was absolutely wonderful. He was friendly and helpful. We arrived at the hotel tired and groggy after a long day and Danny jumped up to hold the door and take my bags for me. He had a warm smile and made us all feel welcome and taken care of. Greatly appreciate Danny! Thank you A Happy Guest,Primp Q,,,1 review,Stayed July 2014 travelled on business
,436,RenaissanceSouthPark,RenaissanceSouthPark,436,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r222431402-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,Although a little more expensive the location was great as we were visiting friends in the Southpark area and the abundance of restaurants & shopping nearby is the best it can be. Our room was very comfortable and the service was superior. Every evening at the check-in desk there was a complementary beverage and a sample of nuts all served in glass containers which was a nice touch. The Club Lounge served the very best evening h'orderves on any US Marriott I have been in and hot & cold complementary beverages were always available. I give the hotel top marks all around.,FLgolfer_2,Palm City Florida,Room Tip: Get a room with club lounge access as it includes breakfast comp beverages all day computer w/prin... See more room tips,105 reviews,Stayed August 2014 travelled as a couple
,437,RenaissanceSouthPark,RenaissanceSouthPark,437,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r222431402-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,Stayed two nights here with my two daughters on a girls' road trip. We found the hotel easily in this nice part of town and we enjoyed very pleasant hospitality during our visit. The concierge lounge was especially appreciated for treats and drinks each evening. Full breakfast including eggs oatmeal and bacon was fresh and warm and the server tending this area was friendly and efficient. Our room was clean and pretty and although there was no scenic view we appreciated the large windows allowing us to survey the surrounding area. The downstairs lobby and courtyard are well designed with contemporary furniture lighting and water features. Bell men and front desk personnel were courteous and quick to provide assistance. The most confusing faucet in the world confounded me in the shower/tub and other bathroom fixtures need updating. Aside from these details the room was comfortable and convenient for us. Would recommend and return to this hotel!,Joni B,Lafayette Louisiana United States,,50 reviews,Stayed August 2014 travelled with family
,438,RenaissanceSouthPark,RenaissanceSouthPark,438,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r222431402-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,We have stayed at this hotel many times over the last few years. Always the same....clean comfortable friendly staff and the location is in lovely Southpark area. Within walking distance to a fabulous shopping mall. Go the other direction and you can walk to great restaurants. Or stay at the hotel and enjoy the comfortable outdoor lounge area!,BSA1,pa,,7 reviews,Stayed September 2013 travelled with family
,439,RenaissanceSouthPark,RenaissanceSouthPark,439,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r222431402-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,I typically stay at 4 or 5 stars hilton hotels however this was my first visit to a Marriort 4 stars hotel. Their website was impressive but actual hotel property was below standards. I was very disappointed with the room size cleanliness of the rooms and management response to my concerns. They wanted to relocate me to another room but I just couldn't see moving to another dirty room. I should have asked for my money back but we arrived late had a 8 month old and wasn't familiar with the area.....lesson learned! Also the hotel had a very strong fragrant piping through the airvents. The smell was very strong as if they were trying to hide an odor. Room lighting was very dim no actual restauarant sitting it's located in the hotel lobby. Front desk staff was friendly manager not so friendly. I don't see my family revisiting this location. I would have been better off staying a Holiday Inn. Good luck!!!,j j,Tallahassee Florida,Room Tip: Don't judge according to the website with this hotel. Good luck! See more room tips,4 reviews,Stayed July 2014 travelled with family
,440,RenaissanceSouthPark,RenaissanceSouthPark,440,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r222431402-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,Booked this hotel as a last minute getaway. Staff was very friendly. Located within walking distance to great shopping and several places to eat. If there was one thing I could change about this hotel it would be the lighting. There were several lamps in the room but still seems very dim. I would stay at this hotel again when in the area!,m0mmy04,Charlotte North Carolina,,118 reviews,Stayed August 2014
,441,RenaissanceSouthPark,RenaissanceSouthPark,441,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r217837030-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,We stayed at the hotel during our recent visit to UNC Charlotte. The hotel decor is modern. The staff was very friendly and helpful. The location is great. Across the street from an upscale mall and many restaurants. Will stay here again should we return to the Charlotte area.,CJN25,Duluth Georgia,,5 reviews,Stayed July 2014 travelled with family
,442,RenaissanceSouthPark,RenaissanceSouthPark,442,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r217837030-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,If you're looking for Southern hospitality you'll find it here. The bellmen are amazing. They are quick to provide cold bottled water and an umbrella if asked for. One day I asked for some sunscreen and was helped out with some for my 2 year old for free. They are very informative and willing to help out with directions and tips on where to go. The staff in the restaurant are amazing and very friendly. I only wish I would have chosen to eat there every day rather than just on my last. Our room service was great every time we ordered. I only have 2 complaints. Our room although comfortable and clean was situated mid hallway and the opening and closing of the doors of other guests was quite disruptive throughout the night. The pool area was great. Very clean and warm however on our first night someone left the outside door open and my 2 year old and I got bitten by tons of mosquitos. I called the front desk and was provided with bug spray immediately but the damage had already been done. Not the hotels fault though...Overall this is a beautiful hotel with very accommodating staff. Sidenote have some of the infused water that you'll find in the lobby and fitness area...it is amazing!!!,SanDee P,United States,,70 reviews,Stayed July 2014 travelled with family
,443,RenaissanceSouthPark,RenaissanceSouthPark,443,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r217837030-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,Hotel was very nice. Courtyard is nice and peaceful. Rooms and very clean. With app you can log in online. Once you arrive your room and keys are ready. Staff was very friendly. Bathroom spacious.Free Starbucks coffee in the morning is a plus!,Alishanelle,Indianapolis,,2 reviews,Stayed July 2014
,444,RenaissanceSouthPark,RenaissanceSouthPark,444,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r217837030-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,Danny was absolutely wonderful. He was friendly and helpful. We arrived at the hotel tired and groggy after a long day and Danny jumped up to hold the door and take my bags for me. He had a warm smile and made us all feel welcome and taken care of. Greatly appreciate Danny! Thank you A Happy Guest,Primp Q,,,1 review,Stayed July 2014 travelled on business
,445,RenaissanceSouthPark,RenaissanceSouthPark,445,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r217837030-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,Your first contact makes the whole trip: Danny or Michael will greet you at the valet stand and your worries are over! They took care of luggage gave my nephew directions from the airport to the hotel when his GPS wouldn't cooperate moved lots of cases & coolers from a room to a hospitality suite directed us to local restaurants found an umbrella when we had an unexpected rain storm. They help with just about everything. Everyone in the hotel was wonderful (Erin Alanna the front desk folks Kat in the lounge and EVERYONE) but Danny and Michael were especially helpful. Thank you to everyone.,GeorgiannE,,,2 reviews,Stayed July 2014 travelled with family
,446,RenaissanceSouthPark,RenaissanceSouthPark,446,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r218544436-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,I tried this place twice. The first time in March (2014) it was loud and horrible. Second time was just as bad. The first room assigned to me smelled like chlorine - it was above the pool. Don't get that room!!! For the price there's a Marriott across the Mall with better prices more amazing room and amenities (the pool and bar there are wonderful). This pool sucks!!! The bar is okay. If you want to stay at a Marriott brand - go to the Marriott.,Christopher C,,,29 reviews,Stayed June 2014
,447,RenaissanceSouthPark,RenaissanceSouthPark,447,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r218544436-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,The hotel is well equipped and the friendly staff members are always very helpful. Especially Danny does an awesome job. He always welcomes the guests with a lot of pleasure and makes you feel comfortable. In my opinion this behavior must be implemented in every hotel because this is the first and therefore the most important impression you get as a guest. Thanks to you guys and keep on the good work!,tmanero84,Bad Neuenahr-Ahrweiler Germany,,1 review,Stayed July 2014
,448,RenaissanceSouthPark,RenaissanceSouthPark,448,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r218544436-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,My company had a three day retreat here earlier this month. The staff continually went above and beyond to make it an enjoyable stay/event. The rooms were commensurate of what you would expect from Renaissance. They catered all of our meals providing a nice balance of "crowd pleasers" with healthy alternatives. Couldn't have asked for a better stay!,Armyguy20,Abingdon Maryland,,11 reviews,Stayed July 2014
,449,RenaissanceSouthPark,RenaissanceSouthPark,449,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r218544436-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,We stayed at the hotel during our recent visit to UNC Charlotte. The hotel decor is modern. The staff was very friendly and helpful. The location is great. Across the street from an upscale mall and many restaurants. Will stay here again should we return to the Charlotte area.,CJN25,Duluth Georgia,,5 reviews,Stayed July 2014 travelled with family
,450,RenaissanceSouthPark,RenaissanceSouthPark,450,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r218544436-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,If you're looking for Southern hospitality you'll find it here. The bellmen are amazing. They are quick to provide cold bottled water and an umbrella if asked for. One day I asked for some sunscreen and was helped out with some for my 2 year old for free. They are very informative and willing to help out with directions and tips on where to go. The staff in the restaurant are amazing and very friendly. I only wish I would have chosen to eat there every day rather than just on my last. Our room service was great every time we ordered. I only have 2 complaints. Our room although comfortable and clean was situated mid hallway and the opening and closing of the doors of other guests was quite disruptive throughout the night. The pool area was great. Very clean and warm however on our first night someone left the outside door open and my 2 year old and I got bitten by tons of mosquitos. I called the front desk and was provided with bug spray immediately but the damage had already been done. Not the hotels fault though...Overall this is a beautiful hotel with very accommodating staff. Sidenote have some of the infused water that you'll find in the lobby and fitness area...it is amazing!!!,SanDee P,United States,,70 reviews,Stayed July 2014 travelled with family
,451,RenaissanceSouthPark,RenaissanceSouthPark,451,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r303252474-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,Friendly people. Sparkling clean property. Great services. Fast elevator. Super modern decorations all around. Fantastic room. Great dining on site. Excellent location. The doormen are funny and super nice. Check in and check and it out.,s j,West Hollywood California,Room Tip: no room has a good view See more room tips,82 reviews,Stayed August 2015 travelled on business
,452,RenaissanceSouthPark,RenaissanceSouthPark,452,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r303252474-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,Marriotts usually pride themselves on their customer service. Unfortunately this is not the case with Renaissance Charlotte SouthPark. Checked us in under one rate sent a bill for a different much higher rate. I spoke to their front desk manager Jessica when I called to resolve this issue. After about five minutes of back in forth she said she had to go and she wasn't going to change my rate.. and that was the end of it. Excuse me? Anyway here is that and I will never stay there again.,vitaminka_z,,,1 review,Stayed August 2015 travelled with family
,453,RenaissanceSouthPark,RenaissanceSouthPark,453,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r303252474-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,Nice room however over priced. $229.00 plus $36.00 taxes Staff had an 'elitist' attitude. Inflexible. This is a hotel for deep pockets or extravagant expense accounts everything was overpriced. Not a good value. We've been to comparable hotels with more perks & as nice a room for $139.00,igfun4us,Novelty Ohio,Room Tip: Got there late & had to catch a plane in the AM See more room tips,1 review,Stayed August 2015 travelled with family
,454,RenaissanceSouthPark,RenaissanceSouthPark,454,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r303252474-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,Very nice hotel. Danny Michael and Jessica were all very friendly. Room was comfortable. Bar inside was also very good. They had a nice selection of treats to start happy hour such as desserts and champagne. The hotel is right across from the mall.,Julie K,Red Oak Texas,,14 reviews,Stayed August 2015 travelled with family
,455,RenaissanceSouthPark,RenaissanceSouthPark,455,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r303252474-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,overall a good hotel. But despite our confirming 2 days before arrival we arrived to be told that there was no room. They put us in [and paid for] a 3 star hotel near the airport for one night the 2 following nights were fine but endless apologies don't make up for disrespectful conduct of this kind,FootlooseBoy,Surrey England,,15 reviews,Stayed July 2015 travelled as a couple
,456,RenaissanceSouthPark,RenaissanceSouthPark,456,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r303210289-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,Marriotts usually pride themselves on their customer service. Unfortunately this is not the case with Renaissance Charlotte SouthPark. Checked us in under one rate sent a bill for a different much higher rate. I spoke to their front desk manager Jessica when I called to resolve this issue. After about five minutes of back in forth she said she had to go and she wasn't going to change my rate.. and that was the end of it. Excuse me? Anyway here is that and I will never stay there again.,vitaminka_z,,,1 review,Stayed August 2015 travelled with family
,457,RenaissanceSouthPark,RenaissanceSouthPark,457,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r303210289-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,Nice room however over priced. $229.00 plus $36.00 taxes Staff had an 'elitist' attitude. Inflexible. This is a hotel for deep pockets or extravagant expense accounts everything was overpriced. Not a good value. We've been to comparable hotels with more perks & as nice a room for $139.00,igfun4us,Novelty Ohio,Room Tip: Got there late & had to catch a plane in the AM See more room tips,1 review,Stayed August 2015 travelled with family
,458,RenaissanceSouthPark,RenaissanceSouthPark,458,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r303210289-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,Very nice hotel. Danny Michael and Jessica were all very friendly. Room was comfortable. Bar inside was also very good. They had a nice selection of treats to start happy hour such as desserts and champagne. The hotel is right across from the mall.,Julie K,Red Oak Texas,,14 reviews,Stayed August 2015 travelled with family
,459,RenaissanceSouthPark,RenaissanceSouthPark,459,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r303210289-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,overall a good hotel. But despite our confirming 2 days before arrival we arrived to be told that there was no room. They put us in [and paid for] a 3 star hotel near the airport for one night the 2 following nights were fine but endless apologies don't make up for disrespectful conduct of this kind,FootlooseBoy,Surrey England,,15 reviews,Stayed July 2015 travelled as a couple
,460,RenaissanceSouthPark,RenaissanceSouthPark,460,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r303210289-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,We were so impressed with this hotel. It was the 1st time my family had stayed at a Marriott Renaissance and to start there was complimentary champagne and pastries next to the front desk to welcome us. The bellman asked how many nights we were staying (just 2) and proceeded to let us know they will "roll out the red carpet" for us. Every employee (including restaurant/bar) we encountered was super kind and accommodating! The hotel has an awesome flair of personality in every nook and cranny. It's also located in walking distance to lots of restaurants/bars and even the SouthPark Mall. You will love this place!,Stephanie K,,,87 reviews,Stayed August 2015 travelled with family
,461,RenaissanceSouthPark,RenaissanceSouthPark,461,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r306805763-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,We came for only one night to catch an early flight to the airport. Beautiful modern settings. Decor is refreshing Very nice people at the reception. Nice bar. Restaurant menu is limited. Not close to airport (20 min ride) but well worth it The lobby is surrounded by an atrium. Glass of red wine whe. You arrive is a nice touch,diana M,caracas,,40 reviews,Stayed September 2015
,462,RenaissanceSouthPark,RenaissanceSouthPark,462,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r306805763-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,The hotel is nicely decorated and very clean. The receptionist when I checked in was very nice and informative. I watched others check in later and saw the receptionist actually take them into the lobby and show them where the elevators and dining room were located. The location is convenient to shopping and several nice restaurants within walking distance.,kymikeq,Paris Kentucky,,3 reviews,Stayed August 2015 travelled as a couple
,463,RenaissanceSouthPark,RenaissanceSouthPark,463,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r306805763-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,Danny was awesome to me and all of my colleagues the last two days - always a smile on his face - running to get the door - bring you a water and make you feel welcome. It's evident that he loves his job and goes out of his way to give you his attention. Thanks Danny - you are a pleasure!,bradyo0,Estero Florida,,1 review,Stayed September 2015 travelled on business
,464,RenaissanceSouthPark,RenaissanceSouthPark,464,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r306805763-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,The hotel is lovely spotlessly clean and a very friendly staff. We requested a club level room up high which we received. When we entered the room we were amazed how large it was and full of amenities. Lovely views large TV clean robes hanging in our closets and real glasses for cocktails - no plastic!! It's a great location in the South Park area. We walked to dinner!,Peggy H,Chester SC,Room Tip: Higher floors and more quiet and more spacious. See more room tips,3 reviews,Stayed August 2015 travelled as a couple
,465,RenaissanceSouthPark,RenaissanceSouthPark,465,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r306805763-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,The hotel was very nice and clean. The staff was courteous and my room was clean. Very convenient to the mall and specialty shops.The only complaint I have is when I checked I was told my card did not go through so I paid cash and held a deposit on another card only to find out later when I check my account the charge did go through on my first card. When I ask about it I was told since it was Sunday obviously the bank is not open so it will be three days before the money hold on my first card would be released. Not a rich person need my money just trying to take my mom away to enjoy a stress free weekend.,Lene206,Butner North Carolina,,1 review,Stayed August 2015 travelled with family
,466,RenaissanceSouthPark,RenaissanceSouthPark,466,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r134986371-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,This is a great Marriott property conveniently located by South Park shopping area....great service location concierge service/food etc. Well maintained property friendly staff easy drive to shopping or airport....have stayed here several other times and always friendly service with great staff.,rgarick,Lexington South Carolina,,188 reviews,Stayed July 2012 travelled with family
,467,RenaissanceSouthPark,RenaissanceSouthPark,467,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r134986371-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,Great location as it is a 20 minute drive to the airport 3 mins to the mall and within feet of both chain restaurants and independently owned eateries. The toel is modern in design clean and friendly staff. Consider the breakfast plan when booking but remember the bar closes at 12a on Saturdays. For those of us over 50 sometimes you just want to sip cocktails after a long day and not be concerned with finding a quiet lounge. Overall a great stay in,veesreview,Willingboro New Jersey,,20 reviews,Stayed July 2012 travelled with friends
,468,RenaissanceSouthPark,RenaissanceSouthPark,468,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r134986371-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,I allowed him to book the hotel for a romantic weekend and even though I had checked here before going (and knew what I was getting) I was still was very pleasantly surprised (at the fact that he selected such a great hotel (THAT close to shopping - my weakness). The decor is modern and vibrant and the lobby is inviting. Depending on the time of day that you arrive you may find hot freshly baked cookies (of which I MAY have had too many) chocolate covered strawberries a variety of fruit and the best lemon/mint/cucumber infused water ever! Everyone from the doorman to the hospitality staff greeted us warmly. We even sat outside in the umbrella covered patio and relaxed before taking in a movie on Saturday afternoon. We were on the 6th floor so not a lot of foot traffic and we didn't hear a lot of noise from the other rooms. Hotel bathrooms and beds are deal breakers for me and I am happy to say that the Renaissance passed my inspection on both :) So if you're going to Charlotte and you want to be comfortable stay close to fantastic shopping and restaurants this is the place for you. Definitely will be staying here again!,shuga0293,Roxboro North Carolina,,39 reviews,Stayed July 2012 travelled as a couple
,469,RenaissanceSouthPark,RenaissanceSouthPark,469,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r134986371-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,We needed a night in Charlotte before a flight the following day. This hotel is full service and steps away from an upscale mall. Still only 7 miles to the airport and was I surprised when there were complementary covktsils in the lobby. A great surprise . X,jpankpan,boston,,60 reviews,Stayed July 2012
,470,RenaissanceSouthPark,RenaissanceSouthPark,470,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r134986371-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,We really enjoyed our overnight stay at this hotel in Charlotte. It was in a great location. Close to really nice restaurants and the Southpark Mall. Our room was very nice and roomy. I loved the modern decor and comfortable bedding. They upgraded us to a large King corner room to make extra space for the Pack n Play that they provided. Our room also had a mini fridge that I could store my pumped breast milk in. Very convenient and the staff were very accomodating. They also allowed us a late checkout. We had dinner at Del Frisco's which was also awesome.,Radfordmom,Radford Virginia,Room Tip: A corner room is large and has a separate sitting area. See more room tips,5 reviews,Stayed July 2012 travelled with family
,471,RenaissanceSouthPark,RenaissanceSouthPark,471,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r332676766-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,We stay here several times each year while shopping and visiting in the Charlotte area. Always friendly staff helpful and convenient location. Kudos to the restaurant staff member Lee - friendly courteous with a big smile!! Valet parking great - thanks to Michael. Good front desk staff excellent rooms on club level. Thanks again for another great stay!,rgarick,Lexington South Carolina,,188 reviews,Stayed December 2015 travelled with family
,472,RenaissanceSouthPark,RenaissanceSouthPark,472,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r332676766-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,I stayed here a total of a month over two trips on business. It is very nice. 15 story atrium style building with rooms encircling all four sides. Huge and impressive. Fine dinning and friendly bar with elegant water features in the atrium center. The rooms are posh and they cater to your every need. Directions to near by attractions and recommendations of local must dos. Being from Arizona I was most impressed with the grounds the magnolia trees around the property are heavenly scented. The staff is remarkable they have obviously selected some of the best people to cater to their guests. Everyone is genuinely passionate about what they do. I was sad to leave this place. I will stay only here if I ever have reason to return to Charlotte.,Roger S,,,36 reviews,Stayed February 2015 travelled on business
